"","data_label","year","gear.x","julian","sample_num","region","prob","gear.y","sampleDate","Length","Fresh.Water.Age","Salt.Water.Age","Total.Age","AGE","Sex"
"38","EagleSonar",2008,"Test Fishery",197,39,38,0.9872,"Test Fishery","2008-07-15",740,1,3,1.3,5,"female"
"39","EagleSonar",2008,"Test Fishery",197,40,33,0.9288,"Test Fishery","2008-07-15",750,1,3,1.3,5,"male"
"40","EagleSonar",2008,"Test Fishery",197,41,36,0.5383,"Test Fishery","2008-07-15",700,1,3,1.3,5,"male"
"41","EagleSonar",2008,"Test Fishery",198,42,38,0.9991,"Test Fishery","2008-07-16",670,1,3,1.3,5,"male"
"42","EagleSonar",2008,"Test Fishery",198,43,36,0.8971,"Test Fishery","2008-07-16",760,1,3,1.3,5,"male"
"43","EagleSonar",2008,"Test Fishery",198,44,34,0.477,"Test Fishery","2008-07-16",800,1,4,1.4,6,"female"
"44","EagleSonar",2008,"Test Fishery",198,45,35,0.7601,"Test Fishery","2008-07-16",810,1,4,1.4,6,"female"
"45","EagleSonar",2008,"Test Fishery",198,46,34,0.2999,"Test Fishery","2008-07-16",670,1,3,1.3,5,"female"
"46","EagleSonar",2008,"Test Fishery",198,47,32,0.3458,"Test Fishery","2008-07-16",670,1,3,1.3,5,"female"
"47","EagleSonar",2008,"Test Fishery",198,48,33,0.3169,"Test Fishery","2008-07-16",730,1,3,1.3,5,"male"
"48","EagleSonar",2008,"Test Fishery",198,49,34,0.411,"Test Fishery","2008-07-16",840,1,4,1.4,6,"male"
"49","EagleSonar",2008,"Test Fishery",198,50,33,0.4482,"Test Fishery","2008-07-16",810,1,4,1.4,6,"female"
"50","EagleSonar",2008,"Test Fishery",198,51,32,0.3529,"Test Fishery","2008-07-16",840,1,4,1.4,6,"female"
"51","EagleSonar",2008,"Test Fishery",198,52,34,0.5421,"Test Fishery","2008-07-16",770,1,3,1.3,5,"male"
"52","EagleSonar",2008,"Test Fishery",198,53,34,0.4326,"Test Fishery","2008-07-16",680,1,3,1.3,5,"male"
"53","EagleSonar",2008,"Test Fishery",198,54,35,0.2949,"Test Fishery","2008-07-16",710,1,3,1.3,5,"male"
"54","EagleSonar",2008,"Test Fishery",198,55,36,0.6733,"Test Fishery","2008-07-16",660,1,3,1.3,5,"male"
"55","EagleSonar",2008,"Test Fishery",198,56,36,0.7629,"Test Fishery","2008-07-16",770,1,3,1.3,5,"male"
"56","EagleSonar",2008,"Test Fishery",198,57,33,0.2902,"Test Fishery","2008-07-16",630,1,3,1.3,5,"female"
"57","EagleSonar",2008,"Test Fishery",198,58,32,0.2143,"Test Fishery","2008-07-16",680,1,3,1.3,5,"female"
"58","EagleSonar",2008,"Test Fishery",198,59,34,0.7071,"Test Fishery","2008-07-16",770,1,4,1.4,6,"female"
"59","EagleSonar",2008,"Test Fishery",198,60,34,0.31,"Test Fishery","2008-07-16",700,1,3,1.3,5,"female"
"60","EagleSonar",2008,"Test Fishery",198,61,38,0.9976,"Test Fishery","2008-07-16",660,1,3,1.3,5,"male"
"61","EagleSonar",2008,"Test Fishery",199,62,38,0.4253,"Test Fishery","2008-07-17",720,1,3,1.3,5,"male"
"62","EagleSonar",2008,"Test Fishery",199,63,32,0.7992,"Test Fishery","2008-07-17",960,1,3,1.3,5,"male"
"63","EagleSonar",2008,"Test Fishery",199,64,38,0.9279,"Test Fishery","2008-07-17",740,1,3,1.3,5,"male"
"64","EagleSonar",2008,"Test Fishery",199,65,36,0.8857,"Test Fishery","2008-07-17",730,1,3,1.3,5,"male"
"65","EagleSonar",2008,"Test Fishery",199,66,36,0.7999,"Test Fishery","2008-07-17",720,1,3,1.3,5,"male"
"66","EagleSonar",2008,"Test Fishery",199,67,33,0.3915,"Test Fishery","2008-07-17",680,1,3,1.3,5,"male"
"67","EagleSonar",2008,"Test Fishery",199,68,34,0.3167,"Test Fishery","2008-07-17",710,1,3,1.3,5,"female"
"68","EagleSonar",2008,"Test Fishery",199,69,33,0.699,"Test Fishery","2008-07-17",680,1,3,1.3,5,"male"
"69","EagleSonar",2008,"Test Fishery",199,70,34,0.3503,"Test Fishery","2008-07-17",720,1,3,1.3,5,"male"
"70","EagleSonar",2008,"Test Fishery",199,71,35,0.8709,"Test Fishery","2008-07-17",850,1,4,1.4,6,"female"
"71","EagleSonar",2008,"Test Fishery",199,72,36,0.6115,"Test Fishery","2008-07-17",810,1,4,1.4,6,"male"
"72","EagleSonar",2008,"Test Fishery",199,73,33,0.2396,"Test Fishery","2008-07-17",810,1,4,1.4,6,"female"
"73","EagleSonar",2008,"Test Fishery",199,74,32,0.4466,"Test Fishery","2008-07-17",770,1,4,1.4,6,"female"
"74","EagleSonar",2008,"Test Fishery",199,75,38,0.5353,"Test Fishery","2008-07-17",690,1,3,1.3,5,"male"
"75","EagleSonar",2008,"Test Fishery",199,76,32,0.7896,"Test Fishery","2008-07-17",650,1,3,1.3,5,"male"
"76","EagleSonar",2008,"Test Fishery",199,77,33,0.4724,"Test Fishery","2008-07-17",690,1,3,1.3,5,"male"
"77","EagleSonar",2008,"Test Fishery",199,78,36,0.5338,"Test Fishery","2008-07-17",930,1,4,1.4,6,"male"
"78","EagleSonar",2008,"Test Fishery",199,79,36,0.2772,"Test Fishery","2008-07-17",735,NA,NA,NA,NA,"male"
"79","EagleSonar",2008,"Test Fishery",199,80,36,0.4651,"Test Fishery","2008-07-17",710,1,3,1.3,5,"male"
"80","EagleSonar",2008,"Test Fishery",199,81,38,0.7047,"Test Fishery","2008-07-17",700,1,3,1.3,5,"male"
"81","EagleSonar",2008,"Test Fishery",199,82,38,0.4751,"Test Fishery","2008-07-17",715,1,3,1.3,5,"male"
"82","EagleSonar",2008,"Test Fishery",199,83,36,0.9001,"Test Fishery","2008-07-17",680,NA,NA,NA,NA,"male"
"83","EagleSonar",2008,"Test Fishery",199,84,38,0.438,"Test Fishery","2008-07-17",855,1,4,1.4,6,"female"
"84","EagleSonar",2008,"Test Fishery",200,85,33,0.6696,"Test Fishery","2008-07-18",760,1,3,1.3,5,"male"
"85","EagleSonar",2008,"Test Fishery",200,86,34,0.3029,"Test Fishery","2008-07-18",840,1,4,1.4,6,"male"
"86","EagleSonar",2008,"Test Fishery",200,87,35,0.4642,"Test Fishery","2008-07-18",730,1,3,1.3,5,"male"
"87","EagleSonar",2008,"Test Fishery",200,88,34,0.7759,"Test Fishery","2008-07-18",680,1,3,1.3,5,"male"
"88","EagleSonar",2008,"Test Fishery",200,89,36,0.7176,"Test Fishery","2008-07-18",830,NA,NA,NA,NA,"male"
"89","EagleSonar",2008,"Test Fishery",200,90,38,0.9908,"Test Fishery","2008-07-18",810,1,4,1.4,6,"female"
"90","EagleSonar",2008,"Test Fishery",200,91,35,0.3164,"Test Fishery","2008-07-18",690,1,3,1.3,5,"male"
"91","EagleSonar",2008,"Test Fishery",200,92,38,0.7143,"Test Fishery","2008-07-18",800,1,4,1.4,6,"female"
"92","EagleSonar",2008,"Test Fishery",200,93,35,0.4719,"Test Fishery","2008-07-18",740,1,3,1.3,5,"male"
"93","EagleSonar",2008,"Test Fishery",200,94,34,0.2211,"Test Fishery","2008-07-18",780,NA,NA,NA,NA,"female"
"94","EagleSonar",2008,"Test Fishery",200,95,31,0.4135,"Test Fishery","2008-07-18",810,2,4,2.4,7,"female"
"95","EagleSonar",2008,"Test Fishery",200,96,36,0.7352,"Test Fishery","2008-07-18",980,NA,NA,NA,NA,"female"
"96","EagleSonar",2008,"Test Fishery",200,97,38,0.7647,"Test Fishery","2008-07-18",790,NA,NA,NA,NA,"female"
"97","EagleSonar",2008,"Test Fishery",200,98,35,0.3975,"Test Fishery","2008-07-18",790,NA,NA,NA,NA,"male"
"98","EagleSonar",2008,"Test Fishery",200,99,36,0.3826,"Test Fishery","2008-07-18",640,1,3,1.3,5,"male"
"99","EagleSonar",2008,"Test Fishery",200,100,35,0.8679,"Test Fishery","2008-07-18",750,1,3,1.3,5,"male"
"100","EagleSonar",2008,"Test Fishery",200,101,36,0.7994,"Test Fishery","2008-07-18",670,1,3,1.3,5,"male"
"101","EagleSonar",2008,"Test Fishery",200,102,36,0.6931,"Test Fishery","2008-07-18",740,1,3,1.3,5,"male"
"102","EagleSonar",2008,"Test Fishery",200,103,34,0.2903,"Test Fishery","2008-07-18",890,1,3,1.3,5,"male"
"103","EagleSonar",2008,"Test Fishery",200,104,33,0.9887,"Test Fishery","2008-07-18",840,1,4,1.4,6,"female"
"104","EagleSonar",2008,"Test Fishery",200,105,34,0.5093,"Test Fishery","2008-07-18",700,1,3,1.3,5,"male"
"105","EagleSonar",2008,"Test Fishery",200,106,33,0.2792,"Test Fishery","2008-07-18",850,1,4,1.4,6,"female"
"106","EagleSonar",2008,"Test Fishery",200,107,34,0.3919,"Test Fishery","2008-07-18",730,1,3,1.3,5,"male"
"107","EagleSonar",2008,"Test Fishery",200,108,38,0.2484,"Test Fishery","2008-07-18",765,1,3,1.3,5,"male"
"108","EagleSonar",2008,"Test Fishery",200,109,33,0.5477,"Test Fishery","2008-08-14",900,NA,NA,NA,NA,"male"
"109","EagleSonar",2008,"Test Fishery",200,110,36,0.8006,"Test Fishery","2008-07-18",700,1,3,1.3,5,"male"
"110","EagleSonar",2008,"Test Fishery",200,111,32,0.6941,"Test Fishery","2008-07-18",785,1,4,1.4,6,"female"
"111","EagleSonar",2008,"Test Fishery",201,112,34,0.4398,"Test Fishery","2008-07-19",730,1,3,1.3,5,"male"
"112","EagleSonar",2008,"Test Fishery",201,113,33,0.4865,"Test Fishery","2008-07-19",730,1,3,1.3,5,"male"
"113","EagleSonar",2008,"Test Fishery",201,114,31,0.5898,"Test Fishery","2008-07-19",820,1,4,1.4,6,"female"
"114","EagleSonar",2008,"Test Fishery",201,115,33,0.2775,"Test Fishery","2008-07-19",860,1,4,1.4,6,"female"
"115","EagleSonar",2008,"Test Fishery",201,116,38,0.4327,"Test Fishery","2008-07-19",815,1,3,1.3,5,"male"
"116","EagleSonar",2008,"Test Fishery",201,117,35,0.2388,"Test Fishery","2008-07-19",760,1,3,1.3,5,"male"
"117","EagleSonar",2008,"Test Fishery",202,118,33,0.3356,"Test Fishery","2008-07-20",725,1,3,1.3,5,"male"
"118","EagleSonar",2008,"Test Fishery",202,119,33,0.7908,"Test Fishery","2008-07-20",830,NA,NA,NA,NA,"female"
"119","EagleSonar",2008,"Test Fishery",202,120,33,0.7442,"Test Fishery","2008-07-20",725,1,3,1.3,5,"female"
"120","EagleSonar",2008,"Test Fishery",202,121,34,0.6057,"Test Fishery","2008-07-20",785,NA,NA,NA,NA,"female"
"121","EagleSonar",2008,"Test Fishery",202,122,34,0.8422,"Test Fishery","2008-07-20",705,1,3,1.3,5,"male"
"122","EagleSonar",2008,"Test Fishery",202,123,34,0.3164,"Test Fishery","2008-07-20",910,1,4,1.4,6,"male"
"123","EagleSonar",2008,"Test Fishery",202,124,35,0.4115,"Test Fishery","2008-07-20",880,1,4,1.4,6,"female"
"124","EagleSonar",2008,"Test Fishery",202,125,36,0.6681,"Test Fishery","2008-07-20",970,1,4,1.4,6,"male"
"125","EagleSonar",2008,"Test Fishery",202,126,34,0.5856,"Test Fishery","2008-07-20",690,1,3,1.3,5,"male"
"126","EagleSonar",2008,"Test Fishery",202,127,35,0.4445,"Test Fishery","2008-07-20",730,1,3,1.3,5,"male"
"127","EagleSonar",2008,"Test Fishery",203,128,34,0.2583,"Test Fishery","2008-07-21",975,1,4,1.4,6,"male"
"128","EagleSonar",2008,"Test Fishery",203,129,33,0.3101,"Test Fishery","2008-07-21",685,1,3,1.3,5,"male"
"129","EagleSonar",2008,"Test Fishery",203,130,32,0.2589,"Test Fishery","2008-07-21",685,1,3,1.3,5,"male"
"130","EagleSonar",2008,"Test Fishery",203,131,31,0.4548,"Test Fishery","2008-07-21",695,1,3,1.3,5,"male"
"131","EagleSonar",2008,"Test Fishery",203,132,38,0.9682,"Test Fishery","2008-07-21",755,1,3,1.3,5,"female"
"132","EagleSonar",2008,"Test Fishery",203,133,34,0.2566,"Test Fishery","2008-07-21",690,1,3,1.3,5,"male"
"133","EagleSonar",2008,"Test Fishery",204,134,33,0.7919,"Test Fishery","2008-07-22",660,1,3,1.3,5,"male"
"134","EagleSonar",2008,"Test Fishery",204,135,33,0.2815,"Test Fishery","2008-07-22",950,1,4,1.4,6,"female"
"135","EagleSonar",2008,"Test Fishery",204,136,35,0.9412,"Test Fishery","2008-07-22",675,1,3,1.3,5,"male"
"136","EagleSonar",2008,"Test Fishery",204,137,36,0.2588,"Test Fishery","2008-07-22",840,1,4,1.4,6,"female"
"137","EagleSonar",2008,"Test Fishery",205,138,34,0.348,"Test Fishery","2008-07-23",710,1,3,1.3,5,"female"
"138","EagleSonar",2008,"Test Fishery",205,139,31,0.4446,"Test Fishery","2008-07-23",800,1,4,1.4,6,"male"
"139","EagleSonar",2008,"Test Fishery",205,140,34,0.6139,"Test Fishery","2008-07-23",750,1,3,1.3,5,"female"
"140","EagleSonar",2008,"Test Fishery",205,141,34,0.2937,"Test Fishery","2008-07-23",765,1,3,1.3,5,"male"
"141","EagleSonar",2008,"Test Fishery",205,142,33,0.2488,"Test Fishery","2008-07-23",680,1,3,1.3,5,"male"
"142","EagleSonar",2008,"Test Fishery",205,143,33,0.6897,"Test Fishery","2008-07-23",760,1,3,1.3,5,"male"
"143","EagleSonar",2008,"Test Fishery",205,144,33,0.8299,"Test Fishery","2008-07-23",810,1,4,1.4,6,"male"
"144","EagleSonar",2008,"Test Fishery",205,145,34,0.3718,"Test Fishery","2008-07-23",920,1,4,1.4,6,"male"
"145","EagleSonar",2008,"Test Fishery",205,146,34,0.4034,"Test Fishery","2008-07-23",680,1,3,1.3,5,"male"
"146","EagleSonar",2008,"Test Fishery",206,147,33,0.3716,"Test Fishery","2008-07-24",640,1,3,1.3,5,"male"
"147","EagleSonar",2008,"Test Fishery",206,148,33,0.839,"Test Fishery","2008-07-24",685,1,3,1.3,5,"male"
"148","EagleSonar",2008,"Test Fishery",206,149,33,0.9624,"Test Fishery","2008-07-24",650,NA,NA,NA,NA,"male"
"149","EagleSonar",2008,"Test Fishery",206,150,33,0.3854,"Test Fishery","2008-07-24",850,1,4,1.4,6,"female"
"150","EagleSonar",2008,"Test Fishery",206,151,34,0.6519,"Test Fishery","2008-07-24",875,1,4,1.4,6,"male"
"151","EagleSonar",2008,"Test Fishery",206,152,33,0.9907,"Test Fishery","2008-07-24",780,NA,NA,NA,NA,"male"
"152","EagleSonar",2008,"Test Fishery",206,153,33,0.3331,"Test Fishery","2008-07-24",920,1,4,1.4,6,"female"
"153","EagleSonar",2008,"Test Fishery",206,154,33,0.4498,"Test Fishery","2008-07-24",765,NA,NA,NA,NA,"male"
"154","EagleSonar",2008,"Test Fishery",206,155,35,0.3863,"Test Fishery","2008-07-24",710,1,3,1.3,5,"male"
"155","EagleSonar",2008,"Test Fishery",206,156,38,0.4573,"Test Fishery","2008-07-24",760,NA,NA,NA,NA,"female"
"156","EagleSonar",2008,"Test Fishery",206,157,36,0.9235,"Test Fishery","2008-07-24",910,1,4,1.4,6,"female"
"157","EagleSonar",2008,"Test Fishery",206,158,34,0.5108,"Test Fishery","2008-07-24",700,NA,NA,NA,NA,"male"
"158","EagleSonar",2008,"Test Fishery",206,159,33,0.3245,"Test Fishery","2008-07-24",680,NA,NA,NA,NA,"male"
"159","EagleSonar",2008,"Test Fishery",206,160,33,0.2884,"Test Fishery","2008-07-24",720,1,3,1.3,5,"male"
"160","EagleSonar",2008,"Test Fishery",206,161,33,0.6476,"Test Fishery","2008-07-24",810,NA,NA,NA,NA,"male"
"161","EagleSonar",2008,"Test Fishery",206,162,33,0.7282,"Test Fishery","2008-07-24",700,1,3,1.3,5,"male"
"162","EagleSonar",2008,"Test Fishery",206,163,34,0.7909,"Test Fishery","2008-07-24",770,1,3,1.3,5,"female"
"163","EagleSonar",2008,"Test Fishery",206,164,32,0.9587,"Test Fishery","2008-07-24",820,1,4,1.4,6,"female"
"164","EagleSonar",2008,"Test Fishery",207,165,33,0.7825,"Test Fishery","2008-07-25",970,NA,NA,NA,NA,"male"
"165","EagleSonar",2008,"Test Fishery",207,166,33,0.6724,"Test Fishery","2008-07-25",820,1,3,1.3,5,"female"
"166","EagleSonar",2008,"Test Fishery",207,167,33,0.6798,"Test Fishery","2008-07-25",800,1,4,1.4,6,"female"
"167","EagleSonar",2008,"Test Fishery",207,168,32,0.2674,"Test Fishery","2008-07-25",790,1,3,1.3,5,"female"
"168","EagleSonar",2008,"Test Fishery",207,169,32,0.9269,"Test Fishery","2008-07-25",680,1,3,1.3,5,"male"
"169","EagleSonar",2008,"Test Fishery",207,170,33,0.9476,"Test Fishery","2008-07-25",700,1,3,1.3,5,"male"
"170","EagleSonar",2008,"Test Fishery",207,171,33,0.5624,"Test Fishery","2008-07-25",670,1,3,1.3,5,"male"
"171","EagleSonar",2008,"Test Fishery",207,172,34,0.3697,"Test Fishery","2008-07-25",890,NA,NA,NA,NA,"male"
"172","EagleSonar",2008,"Test Fishery",207,173,32,0.9744,"Test Fishery","2008-07-25",730,2,3,2.3,6,"male"
"173","EagleSonar",2008,"Test Fishery",207,174,33,0.6334,"Test Fishery","2008-07-25",700,1,3,1.3,5,"male"
"174","EagleSonar",2008,"Test Fishery",207,175,33,0.3849,"Test Fishery","2008-07-25",620,1,2,1.2,4,"male"
"175","EagleSonar",2008,"Test Fishery",207,176,35,0.6163,"Test Fishery","2008-07-25",910,NA,NA,NA,NA,"female"
"176","EagleSonar",2008,"Test Fishery",207,177,32,0.3619,"Test Fishery","2008-07-25",760,1,3,1.3,5,"female"
"177","EagleSonar",2008,"Test Fishery",207,178,33,0.4581,"Test Fishery","2008-07-25",700,1,3,1.3,5,"male"
"178","EagleSonar",2008,"Test Fishery",207,179,33,0.6644,"Test Fishery","2008-07-25",690,1,3,1.3,5,"male"
"179","EagleSonar",2008,"Test Fishery",207,180,35,0.4773,"Test Fishery","2008-07-25",730,1,3,1.3,5,"male"
"180","EagleSonar",2008,"Test Fishery",207,181,34,0.3827,"Test Fishery","2008-07-25",760,1,3,1.3,5,"male"
"181","EagleSonar",2008,"Test Fishery",207,182,33,0.4037,"Test Fishery","2008-07-25",675,NA,NA,NA,NA,"male"
"182","EagleSonar",2008,"Test Fishery",207,183,38,0.1982,"Test Fishery","2008-07-25",830,1,4,1.4,6,"female"
"183","EagleSonar",2008,"Test Fishery",207,184,33,0.2512,"Test Fishery","2008-07-25",875,2,4,2.4,7,"female"
"184","EagleSonar",2008,"Test Fishery",207,185,33,0.4932,"Test Fishery","2008-07-25",675,1,3,1.3,5,"male"
"185","EagleSonar",2008,"Test Fishery",207,186,33,0.6122,"Test Fishery","2008-07-25",900,1,4,1.4,6,"male"
"186","EagleSonar",2008,"Test Fishery",208,187,33,0.8633,NA,NA,NA,NA,NA,NA,NA,NA
"187","EagleSonar",2008,"Test Fishery",208,188,35,0.5432,NA,NA,NA,NA,NA,NA,NA,NA
"188","EagleSonar",2008,"Test Fishery",208,189,33,0.5905,"Test Fishery","2008-07-26",700,1,3,1.3,5,"male"
"189","EagleSonar",2008,"Test Fishery",208,190,34,0.5816,"Test Fishery","2008-07-26",825,1,4,1.4,6,"female"
"190","EagleSonar",2008,"Test Fishery",208,191,33,0.5901,"Test Fishery","2008-07-26",860,NA,NA,NA,NA,"female"
"191","EagleSonar",2008,"Test Fishery",208,192,33,0.654,"Test Fishery","2008-07-26",720,1,3,1.3,5,"male"
"192","EagleSonar",2008,"Test Fishery",208,193,34,0.7148,"Test Fishery","2008-07-26",800,2,4,2.4,7,"female"
"193","EagleSonar",2008,"Test Fishery",208,194,31,0.3217,"Test Fishery","2008-07-26",710,1,3,1.3,5,"male"
"194","EagleSonar",2008,"Test Fishery",208,195,35,0.5568,"Test Fishery","2008-07-26",635,1,3,1.3,5,"male"
"195","EagleSonar",2008,"Test Fishery",208,196,33,0.7375,"Test Fishery","2008-07-26",820,NA,NA,NA,NA,"female"
"196","EagleSonar",2008,"Test Fishery",208,197,33,0.4032,"Test Fishery","2008-07-26",790,1,3,1.3,5,"male"
"197","EagleSonar",2008,"Test Fishery",208,198,34,0.2464,"Test Fishery","2008-07-26",700,1,3,1.3,5,"male"
"198","EagleSonar",2008,"Test Fishery",209,199,35,0.3915,NA,NA,NA,NA,NA,NA,NA,NA
"199","EagleSonar",2008,"Test Fishery",209,200,33,0.5172,NA,NA,NA,NA,NA,NA,NA,NA
"200","EagleSonar",2008,"Test Fishery",209,201,35,0.2971,NA,NA,NA,NA,NA,NA,NA,NA
"201","EagleSonar",2008,"Test Fishery",209,202,34,0.6392,NA,NA,NA,NA,NA,NA,NA,NA
"202","EagleSonar",2008,"Test Fishery",209,203,33,0.9746,NA,NA,NA,NA,NA,NA,NA,NA
"203","EagleSonar",2008,"Test Fishery",209,204,32,0.3337,NA,NA,NA,NA,NA,NA,NA,NA
"204","EagleSonar",2008,"Test Fishery",209,205,33,0.4205,NA,NA,NA,NA,NA,NA,NA,NA
"205","EagleSonar",2008,"Test Fishery",209,206,33,0.4795,NA,NA,NA,NA,NA,NA,NA,NA
"206","EagleSonar",2008,"Test Fishery",209,207,34,0.7162,NA,NA,NA,NA,NA,NA,NA,NA
"207","EagleSonar",2008,"Test Fishery",209,208,35,0.4768,NA,NA,NA,NA,NA,NA,NA,NA
"208","EagleSonar",2008,"Test Fishery",209,209,35,0.6896,NA,NA,NA,NA,NA,NA,NA,NA
"209","EagleSonar",2008,"Test Fishery",209,210,33,0.8499,"Test Fishery","2008-07-26",780,1,4,1.4,6,"female"
"210","EagleSonar",2008,"Test Fishery",209,211,32,0.6817,"Test Fishery","2008-07-26",850,1,4,1.4,6,"female"
"211","EagleSonar",2008,"Test Fishery",209,212,34,0.3997,"Test Fishery","2008-07-27",720,1,3,1.3,5,"male"
"212","EagleSonar",2008,"Test Fishery",209,213,33,0.663,"Test Fishery","2008-07-27",725,1,3,1.3,5,"male"
"213","EagleSonar",2008,"Test Fishery",209,214,33,0.4669,"Test Fishery","2008-07-27",785,NA,NA,NA,NA,"male"
"214","EagleSonar",2008,"Test Fishery",209,215,36,0.7226,"Test Fishery","2008-07-27",820,1,4,1.4,6,"female"
"215","EagleSonar",2008,"Test Fishery",209,216,33,0.2595,"Test Fishery","2008-07-27",870,1,4,1.4,6,"female"
"216","EagleSonar",2008,"Test Fishery",209,217,33,0.54,"Test Fishery","2008-07-27",730,1,3,1.3,5,"male"
"217","EagleSonar",2008,"Test Fishery",209,218,33,0.6214,"Test Fishery","2008-07-27",720,1,3,1.3,5,"male"
"218","EagleSonar",2008,"Test Fishery",209,219,33,0.5559,"Test Fishery","2008-07-27",690,1,3,1.3,5,"male"
"219","EagleSonar",2008,"Test Fishery",210,220,35,0.4035,NA,NA,NA,NA,NA,NA,NA,NA
"220","EagleSonar",2008,"Test Fishery",210,221,33,0.5593,NA,NA,NA,NA,NA,NA,NA,NA
