districtID,subdistrictID,locationID,aslProjectTypeID,speciesID,gearID,managementArea,location,ASLProjectType,gear,mesh,period,strata,sampleYear,sampleDate,species,cardNo,fishNum,Genetic Sample Number,sexID,length,ageFresh,ageSalt,totalAge,ageErrorID
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-14,Chinook,5,4,22,1,830,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-14,Chinook,5,5,23,1,900,2,4,2.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-14,Chinook,5,6,24,2,790,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-14,Chinook,5,7,25,1,1000,,,,3
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-14,Chinook,5,8,26,2,860,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-14,Chinook,5,9,27,1,765,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-14,Chinook,5,10,28,1,795,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-14,Chinook,6,1,29,1,885,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-14,Chinook,6,2,30,2,830,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-15,Chinook,7,1,31,2,805,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-15,Chinook,7,2,32,2,835,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-15,Chinook,7,3,33,2,740,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-15,Chinook,7,4,34,1,755,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-15,Chinook,7,5,35,2,860,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-15,Chinook,7,6,36,1,605,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-15,Chinook,7,7,37,2,770,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-15,Chinook,7,8,38,2,810,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-16,Chinook,8,1,39,2,780,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-16,Chinook,8,2,40,1,655,2,3,2.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-16,Chinook,8,3,41,2,840,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-16,Chinook,8,4,42,1,930,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-17,Chinook,9,1,43,1,625,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-17,Chinook,9,2,44,2,885,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-17,Chinook,9,3,45,1,685,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-17,Chinook,9,4,46,1,765,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-17,Chinook,9,5,47,2,810,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-17,Chinook,9,6,48,1,735,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-17,Chinook,9,7,49,1,705,,,,3
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,2.750,-1,,2005,2005-07-18,Chinook,10,1,50,1,650,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-18,Chinook,10,2,51,1,650,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-18,Chinook,10,3,52,1,560,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-18,Chinook,10,4,53,1,715,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-18,Chinook,10,5,54,1,935,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-18,Chinook,10,6,55,1,760,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-19,Chinook,11,1,56,2,880,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-19,Chinook,11,2,57,2,840,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-19,Chinook,11,3,58,1,840,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-19,Chinook,11,4,59,2,875,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-19,Chinook,11,5,60,2,800,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-19,Chinook,11,6,61,1,660,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-19,Chinook,11,7,62,1,725,,,,3
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-20,Chinook,12,1,63,2,845,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-20,Chinook,12,2,64,1,740,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-20,Chinook,12,3,65,1,705,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-20,Chinook,12,4,66,2,845,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-20,Chinook,12,5,67,1,735,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-20,Chinook,12,6,68,1,645,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-20,Chinook,12,7,69,1,735,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-20,Chinook,12,8,70,1,985,1,5,1.5,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-20,Chinook,12,9,71,2,760,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-20,Chinook,12,10,72,1,850,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-20,Chinook,12,11,74,1,710,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-20,Chinook,12,12,75,1,730,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-20,Chinook,12,13,73,1,690,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-21,Chinook,13,1,76,1,770,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-21,Chinook,13,2,77,1,860,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-21,Chinook,13,3,78,1,855,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-21,Chinook,13,4,79,1,850,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-21,Chinook,13,5,80,2,760,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-21,Chinook,13,6,81,2,750,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-21,Chinook,13,7,82,1,755,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-21,Chinook,13,8,83,2,875,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,2.750,-1,,2005,2005-07-22,Chinook,14,1,84,1,790,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,2.750,-1,,2005,2005-07-22,Chinook,14,2,85,1,765,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-22,Chinook,14,3,86,1,775,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-22,Chinook,14,4,87,1,810,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-22,Chinook,14,5,88,1,795,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-22,Chinook,14,6,89,1,590,,,,3
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-22,Chinook,14,7,90,1,675,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-22,Chinook,14,8,91,1,790,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-22,Chinook,14,9,92,1,730,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-22,Chinook,14,10,93,1,760,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-22,Chinook,14,11,94,2,790,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-22,Chinook,14,12,95,1,860,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-22,Chinook,14,13,96,1,810,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-22,Chinook,14,14,97,1,720,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-23,Chinook,15,1,98,1,575,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-23,Chinook,15,2,99,1,710,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-23,Chinook,15,3,100,1,800,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-23,Chinook,15,4,101,1,740,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-23,Chinook,15,5,102,2,820,,,,3
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-23,Chinook,15,6,103,2,830,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-23,Chinook,15,7,104,1,725,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-23,Chinook,15,8,105,2,785,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-23,Chinook,15,9,106,1,820,,,,3
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-23,Chinook,15,10,107,2,870,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-23,Chinook,15,11,108,2,900,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-23,Chinook,15,12,109,1,825,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-23,Chinook,15,13,110,1,610,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-24,Chinook,16,1,111,1,610,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-24,Chinook,16,2,112,1,710,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-24,Chinook,16,3,113,1,860,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-24,Chinook,16,4,114,1,770,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-24,Chinook,16,5,115,2,780,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-24,Chinook,16,6,116,1,775,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-24,Chinook,16,7,117,1,795,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-25,Chinook,17,1,118,1,720,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-25,Chinook,17,2,119,2,800,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-25,Chinook,17,3,120,1,910,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-25,Chinook,17,4,121,2,850,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-25,Chinook,17,5,122,1,685,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-25,Chinook,17,6,123,1,590,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,2.750,-1,,2005,2005-07-25,Chinook,17,7,124,1,720,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-25,Chinook,17,8,125,1,640,1,2,1.2,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-25,Chinook,17,9,126,1,800,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,5.500,-1,,2005,2005-07-26,Chinook,18,1,128,1,640,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-26,Chinook,18,2,127,2,810,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-26,Chinook,18,3,130,2,920,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-26,Chinook,18,4,131,1,860,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,7.500,-1,,2005,2005-07-26,Chinook,18,5,132,2,790,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,8.500,-1,,2005,2005-07-27,Chinook,19,1,133,1,720,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-27,Chinook,19,2,134,1,740,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-27,Chinook,19,3,135,1,735,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-27,Chinook,19,4,136,1,740,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-27,Chinook,19,5,137,2,790,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-27,Chinook,19,6,138,1,735,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-27,Chinook,19,7,139,1,785,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-27,Chinook,19,8,140,1,790,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-27,Chinook,19,9,141,2,790,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-27,Chinook,19,10,142,2,800,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-27,Chinook,19,11,143,1,665,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-28,Chinook,20,1,144,2,735,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,4.000,-1,,2005,2005-07-28,Chinook,20,2,145,1,770,1,3,1.3,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-28,Chinook,20,3,146,2,800,1,4,1.4,
334,3345,195,5,410,3,Yukon,Eagle Sonar (Yukon/Canadian Border),Test Fishing,Drift Gillnet,6.500,-1,,2005,2005-07-28,Chinook,20,4,147,1,650,1,3,1.3,
